;ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
0;1243136;Name13136;FistName13136;1951-11-07;Ville9;Pays2;NS000013136;NULL;+336##0507797;58;NomVoie9613136;NULL;#6461;Ville24;Pays1;2008-04-07-18-21-08;2008-04-07-18-21-08
1;1279510;Name49510;FistName49510;1963-08-11;Ville8;Pays2;NS000049510;NULL;+336##0745068;90;NomVoie2249510;NULL;#5158;Ville15;Pays2;2011-07-02-23-33-49;2011-07-02-23-33-49
2;1252282;Name22282;FistName22282;1944-04-18;Ville25;Pays2;NS000022282;NULL;+336##0782876;22;NomVoie2722282;NULL;#6881;Ville16;Pays2;2015-06-26-18-52-12;2015-06-26-18-52-12
3;1261977;Name31977;FistName31977;1995-09-23;Ville13;Pays1;NS000031977;NULL;+336##0579430;33;NomVoie231977;NULL;#1578;Ville4;Pays3;2008-05-16-09-05-46;2008-05-16-09-05-46
4;1252278;Name22278;FistName22278;1955-03-20;Ville3;Pays1;NS000022278;NULL;+336##0556038;0;NomVoie222278;NULL;#2924;Ville1;Pays3;2009-01-07-19-43-48;2009-01-07-19-43-48
5;1278029;Name48029;FistName48029;2003-11-12;Ville11;Pays1;NS000048029;NULL;+336##0410034;27;NomVoie4348029;NULL;#7010;Ville18;Pays1;2012-07-06-09-37-33;2012-07-06-09-37-33
6;1259366;Name29366;FistName29366;1991-01-21;Ville4;Pays1;NS000029366;NULL;+336##0409808;59;NomVoie8029366;NULL;#8782;Ville15;Pays1;2009-01-18-22-42-35;2009-01-18-22-42-35
7;1263071;Name33071;FistName33071;1950-03-06;Ville20;Pays1;NS000033071;NULL;+336##0902043;49;NomVoie9133071;NULL;#2224;Ville3;Pays1;2014-11-07-16-23-44;2014-11-07-16-23-44
8;1264957;Name34957;FistName34957;1981-07-05;Ville4;Pays1;NS000034957;NULL;+336##0634438;14;NomVoie334957;NULL;#9188;Ville25;Pays2;2017-06-05-08-08-41;2017-06-05-08-08-41
9;1265707;Name35707;FistName35707;2000-09-15;Ville7;Pays2;NS000035707;NULL;+336##0782133;90;NomVoie7235707;NULL;#1401;Ville8;Pays1;2011-05-16-19-44-53;2011-05-16-19-44-53
10;1246549;Name16549;FistName16549;1930-01-19;Ville21;Pays1;NS000016549;NULL;+336##0158938;60;NomVoie2616549;NULL;#2759;Ville11;Pays1;2010-10-17-12-04-19;2010-10-17-12-04-19
11;1277607;Name47607;FistName47607;1964-09-21;Ville2;Pays2;NS000047607;NULL;+336##0956475;68;NomVoie9147607;NULL;#0827;Ville14;Pays1;2023-08-14-19-01-27;2023-08-14-19-01-27
12;1273705;Name43705;FistName43705;1969-05-17;Ville7;Pays2;NS000043705;NULL;+336##0357974;4;NomVoie6243705;NULL;#0876;Ville1;Pays2;2013-07-19-05-12-10;2013-07-19-05-12-10
13;1232158;Name2158;FistName2158;2009-08-06;Ville18;Pays4;NS000002158;NULL;+336##0881512;22;NomVoie82158;NULL;#0307;Ville6;Pays1;2019-02-07-14-24-49;2019-02-07-14-24-49
14;1275288;Name45288;FistName45288;1937-09-01;Ville17;Pays1;NS000045288;NULL;+336##0723662;28;NomVoie8645288;NULL;#9666;Ville14;Pays1;2019-08-22-23-47-59;2019-08-22-23-47-59
15;1272040;Name42040;FistName42040;1980-11-15;Ville16;Pays1;NS000042040;NULL;+336##0357739;10;NomVoie3842040;NULL;#1878;Ville6;Pays2;2010-08-02-23-46-59;2010-08-02-23-46-59
16;1259495;Name29495;FistName29495;1945-11-13;Ville19;Pays2;NS000029495;NULL;+336##0041579;86;NomVoie4529495;NULL;#5222;Ville5;Pays2;2018-01-25-02-40-06;2018-01-25-02-40-06
17;1232336;Name2336;FistName2336;1995-11-25;Ville6;Pays2;NS000002336;NULL;+336##0368365;96;NomVoie722336;NULL;#0700;Ville23;Pays1;2009-01-18-07-53-57;2009-01-18-07-53-57
18;1238956;Name8956;FistName8956;1986-06-19;Ville3;Pays2;NS000008956;NULL;+336##0562382;45;NomVoie478956;NULL;#8655;Ville4;Pays3;2001-05-22-20-02-28;2001-05-22-20-02-28
19;1262305;Name32305;FistName32305;1956-05-08;Ville3;Pays4;NS000032305;NULL;+336##0610969;25;NomVoie9632305;NULL;#3472;Ville14;Pays2;2019-07-21-04-36-01;2019-07-21-04-36-01
20;1242714;Name12714;FistName12714;1939-04-06;Ville22;Pays1;NS000012714;NULL;+336##0630205;28;NomVoie4812714;NULL;#0206;Ville8;Pays2;2020-06-25-07-11-34;2020-06-25-07-11-34
21;1238708;Name8708;FistName8708;1952-05-10;Ville10;Pays5;NS000008708;NULL;+336##0717089;42;NomVoie498708;NULL;#4431;Ville7;Pays3;2002-11-03-09-41-25;2002-11-03-09-41-25
22;1233532;Name3532;FistName3532;2008-04-16;Ville19;Pays2;NS000003532;NULL;+336##0358997;35;NomVoie503532;NULL;#9938;Ville11;Pays3;2001-10-24-16-18-57;2001-10-24-16-18-57
23;1266547;Name36547;FistName36547;1946-07-11;Ville16;Pays2;NS000036547;NULL;+336##0681856;22;NomVoie9236547;NULL;#7459;Ville22;Pays2;2022-11-10-08-09-57;2022-11-10-08-09-57
24;1270613;Name40613;FistName40613;1979-06-06;Ville22;Pays2;NS000040613;NULL;+336##0999328;75;NomVoie8340613;NULL;#2570;Ville19;Pays1;2018-08-13-15-06-54;2018-08-13-15-06-54
25;1243477;Name13477;FistName13477;1991-10-15;Ville25;Pays4;NS000013477;NULL;+336##0960405;32;NomVoie6213477;NULL;#8860;Ville1;Pays1;2023-07-19-10-32-25;2023-07-19-10-32-25
26;1275135;Name45135;FistName45135;1933-04-06;Ville14;Pays3;NS000045135;NULL;+336##0829816;89;NomVoie345135;NULL;#4126;Ville20;Pays2;2010-02-04-16-44-10;2010-02-04-16-44-10
27;1265554;Name35554;FistName35554;1994-06-10;Ville14;Pays2;NS000035554;NULL;+336##0799357;90;NomVoie6535554;NULL;#1461;Ville22;Pays3;2016-11-27-08-17-40;2016-11-27-08-17-40
28;1270815;Name40815;FistName40815;1938-09-03;Ville24;Pays1;NS000040815;NULL;+336##0859403;73;NomVoie6040815;NULL;#1721;Ville21;Pays3;2019-05-15-07-42-23;2019-05-15-07-42-23
29;1278070;Name48070;FistName48070;1934-02-17;Ville8;Pays2;NS000048070;NULL;+336##0447788;87;NomVoie8348070;NULL;#3978;Ville20;Pays2;2009-10-27-11-53-32;2009-10-27-11-53-32
30;1276694;Name46694;FistName46694;1975-09-08;Ville23;Pays1;NS000046694;NULL;+336##0243508;96;NomVoie4046694;NULL;#6219;Ville8;Pays2;2022-06-08-10-39-16;2022-06-08-10-39-16
31;1240079;Name10079;FistName10079;1958-04-18;Ville10;Pays1;NS000010079;NULL;+336##0666511;90;NomVoie4210079;NULL;#6227;Ville23;Pays3;2021-02-04-03-10-23;2021-02-04-03-10-23
32;1260510;Name30510;FistName30510;1979-04-21;Ville21;Pays2;NS000030510;NULL;+336##0338325;45;NomVoie3230510;NULL;#9367;Ville2;Pays1;2022-05-08-16-05-16;2022-05-08-16-05-16
33;1235211;Name5211;FistName5211;1986-04-04;Ville12;Pays3;NS000005211;NULL;+336##0502885;37;NomVoie325211;NULL;#4611;Ville10;Pays2;2004-01-13-09-38-16;2004-01-13-09-38-16
34;1245536;Name15536;FistName15536;1964-06-05;Ville4;Pays1;NS000015536;NULL;+336##0728794;65;NomVoie8715536;NULL;#2430;Ville16;Pays1;2007-11-24-05-11-03;2007-11-24-05-11-03
35;1271264;Name41264;FistName41264;2012-10-12;Ville6;Pays2;NS000041264;NULL;+336##0788039;91;NomVoie3941264;NULL;#8922;Ville1;Pays3;1998-10-21-06-15-24;1998-10-21-06-15-24
36;1255050;Name25050;FistName25050;1996-09-13;Ville1;Pays1;NS000025050;NULL;+336##0434440;87;NomVoie8225050;NULL;#7963;Ville25;Pays1;2015-01-05-13-35-07;2015-01-05-13-35-07
37;1261240;Name31240;FistName31240;2001-08-15;Ville23;Pays3;NS000031240;NULL;+336##0627985;37;NomVoie5731240;NULL;#9409;Ville18;Pays1;2008-06-15-15-08-51;2008-06-15-15-08-51
38;1276492;Name46492;FistName46492;2008-09-18;Ville12;Pays1;NS000046492;NULL;+336##0916676;12;NomVoie8046492;NULL;#5335;Ville12;Pays3;2006-08-13-17-49-29;2006-08-13-17-49-29
39;1264656;Name34656;FistName34656;1958-03-05;Ville3;Pays1;NS000034656;NULL;+336##0579820;18;NomVoie434656;NULL;#5391;Ville20;Pays2;2007-08-16-17-37-29;2007-08-16-17-37-29
40;1257664;Name27664;FistName27664;2003-10-13;Ville14;Pays1;NS000027664;NULL;+336##0651056;21;NomVoie8627664;NULL;#7886;Ville24;Pays3;2005-08-25-01-10-45;2005-08-25-01-10-45
41;1236141;Name6141;FistName6141;1944-10-10;Ville12;Pays1;NS000006141;NULL;+336##0151051;31;NomVoie946141;NULL;#2974;Ville20;Pays2;2022-08-11-22-45-50;2022-08-11-22-45-50
42;1263839;Name33839;FistName33839;1965-05-12;Ville12;Pays4;NS000033839;NULL;+336##0143784;12;NomVoie6333839;NULL;#7499;Ville17;Pays4;2012-05-27-14-20-38;2012-05-27-14-20-38
43;1278100;Name48100;FistName48100;2012-06-08;Ville11;Pays1;NS000048100;NULL;+336##0438876;70;NomVoie1148100;NULL;#9459;Ville16;Pays4;2011-10-23-02-46-47;2011-10-23-02-46-47
44;1246846;Name16846;FistName16846;1986-04-25;Ville19;Pays1;NS000016846;NULL;+336##0650685;63;NomVoie216846;NULL;#3558;Ville12;Pays2;2002-06-19-11-02-02;2002-06-19-11-02-02
45;1270857;Name40857;FistName40857;2002-02-03;Ville6;Pays3;NS000040857;NULL;+336##0481841;31;NomVoie1240857;NULL;#5481;Ville16;Pays1;2005-04-12-18-21-11;2005-04-12-18-21-11
46;1279264;Name49264;FistName49264;1942-03-20;Ville25;Pays2;NS000049264;NULL;+336##0936812;80;NomVoie5149264;NULL;#6491;Ville21;Pays3;2004-11-19-09-24-57;2004-11-19-09-24-57
47;1250529;Name20529;FistName20529;1973-01-07;Ville1;Pays1;NS000020529;NULL;+336##0586848;9;NomVoie7920529;NULL;#8369;Ville17;Pays2;2003-02-19-15-12-30;2003-02-19-15-12-30
48;1278756;Name48756;FistName48756;2003-10-19;Ville17;Pays1;NS000048756;NULL;+336##0720242;63;NomVoie8848756;NULL;#4813;Ville5;Pays2;1997-09-18-11-34-04;1997-09-18-11-34-04
49;1237242;Name7242;FistName7242;1983-01-09;Ville24;Pays1;NS000007242;NULL;+336##0243795;13;NomVoie357242;NULL;#9883;Ville10;Pays1;2020-01-18-08-40-10;2020-01-18-08-40-10
50;1230698;Name698;FistName698;2015-10-27;Ville7;Pays1;NS000000698;NULL;+336##0727842;66;NomVoie14698;NULL;#7722;Ville5;Pays1;2016-06-11-20-02-29;2016-06-11-20-02-29
51;1259356;Name29356;FistName29356;2007-07-07;Ville8;Pays1;NS000029356;NULL;+336##0782078;43;NomVoie9829356;NULL;#1939;Ville7;Pays2;2014-06-09-12-38-32;2014-06-09-12-38-32
52;1237586;Name7586;FistName7586;1939-10-04;Ville9;Pays2;NS000007586;NULL;+336##0669073;18;NomVoie657586;NULL;#8397;Ville17;Pays2;2019-11-15-20-55-59;2019-11-15-20-55-59
53;1276508;Name46508;FistName46508;1979-01-23;Ville15;Pays1;NS000046508;NULL;+336##0417542;61;NomVoie4646508;NULL;#2489;Ville19;Pays1;2013-01-18-18-41-38;2013-01-18-18-41-38
54;1245002;Name15002;FistName15002;1948-11-23;Ville5;Pays2;NS000015002;NULL;+336##0106129;18;NomVoie1015002;NULL;#8631;Ville22;Pays2;2015-01-05-22-17-27;2015-01-05-22-17-27
55;1257090;Name27090;FistName27090;1980-09-10;Ville3;Pays2;NS000027090;NULL;+336##0554479;34;NomVoie6327090;NULL;#8468;Ville18;Pays2;1998-07-23-02-27-36;1998-07-23-02-27-36
