;ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
0;1257391;Name27391;FistName27391;2008-05-21;Ville13;Pays1;NS000027391;NULL;+336##0459496;65;NomVoie5627391;NULL;#1942;Ville20;Pays1;2000-02-23-03-38-03;2000-02-23-03-38-03
1;1274889;Name44889;FistName44889;1967-05-25;Ville17;Pays2;NS000044889;NULL;+336##0856116;68;NomVoie8244889;NULL;#1297;Ville14;Pays1;2009-07-26-04-12-50;2009-07-26-04-12-50
2;1270598;Name40598;FistName40598;1937-03-01;Ville12;Pays2;NS000040598;NULL;+336##0823159;35;NomVoie940598;NULL;#0738;Ville13;Pays1;2020-10-09-08-02-05;2020-10-09-08-02-05
3;1275409;Name45409;FistName45409;2017-08-15;Ville3;Pays1;NS000045409;NULL;+336##0447787;37;NomVoie9645409;NULL;#4366;Ville3;Pays3;2017-10-24-02-33-33;2017-10-24-02-33-33
4;1266417;Name36417;FistName36417;1942-11-03;Ville11;Pays1;NS000036417;NULL;+336##0475125;85;NomVoie6536417;NULL;#7259;Ville11;Pays1;2007-01-05-09-55-06;2007-01-05-09-55-06
5;1248014;Name18014;FistName18014;2000-03-21;Ville11;Pays3;NS000018014;NULL;+336##0189956;63;NomVoie8518014;NULL;#3230;Ville5;Pays2;2011-09-10-13-43-19;2011-09-10-13-43-19
6;1244223;Name14223;FistName14223;1938-09-13;Ville17;Pays1;NS000014223;NULL;+336##0101252;65;NomVoie1514223;NULL;#4095;Ville3;Pays2;2020-04-16-06-27-26;2020-04-16-06-27-26
7;1251664;Name21664;FistName21664;1980-02-24;Ville1;Pays2;NS000021664;NULL;+336##0989563;56;NomVoie2621664;NULL;#9082;Ville23;Pays1;1998-08-27-09-37-59;1998-08-27-09-37-59
8;1269659;Name39659;FistName39659;1954-10-10;Ville5;Pays2;NS000039659;NULL;+336##0019464;40;NomVoie6939659;NULL;#9899;Ville24;Pays3;2012-08-13-10-35-16;2012-08-13-10-35-16
9;1248313;Name18313;FistName18313;1945-08-20;Ville20;Pays2;NS000018313;NULL;+336##0796361;23;NomVoie8918313;NULL;#8804;Ville1;Pays2;2015-07-15-04-51-47;2015-07-15-04-51-47
10;1236689;Name6689;FistName6689;1952-03-17;Ville21;Pays3;NS000006689;NULL;+336##0807298;1;NomVoie726689;NULL;#5505;Ville1;Pays2;2011-04-03-07-10-15;2011-04-03-07-10-15
11;1277846;Name47846;FistName47846;1943-07-04;Ville2;Pays1;NS000047846;NULL;+336##0996625;70;NomVoie9047846;NULL;#3802;Ville10;Pays1;2021-08-12-02-13-53;2021-08-12-02-13-53
12;1273706;Name43706;FistName43706;1989-01-21;Ville13;Pays1;NS000043706;NULL;+336##0183085;11;NomVoie4043706;NULL;#2307;Ville11;Pays1;2014-04-16-21-46-32;2014-04-16-21-46-32
13;1274940;Name44940;FistName44940;1980-02-16;Ville6;Pays2;NS000044940;NULL;+336##0952657;83;NomVoie144940;NULL;#3248;Ville25;Pays2;2016-08-13-06-19-33;2016-08-13-06-19-33
14;1246718;Name16718;FistName16718;2015-05-08;Ville24;Pays2;NS000016718;NULL;+336##0335313;31;NomVoie7616718;NULL;#7045;Ville7;Pays1;2016-11-13-08-06-56;2016-11-13-08-06-56
15;1275653;Name45653;FistName45653;1977-08-11;Ville18;Pays2;NS000045653;NULL;+336##0445007;46;NomVoie2345653;NULL;#1262;Ville5;Pays3;2019-07-20-22-56-54;2019-07-20-22-56-54
16;1242864;Name12864;FistName12864;1981-10-03;Ville7;Pays2;NS000012864;NULL;+336##0810987;52;NomVoie812864;NULL;#7348;Ville14;Pays2;2022-04-08-02-55-59;2022-04-08-02-55-59
17;1266549;Name36549;FistName36549;1948-07-13;Ville9;Pays1;NS000036549;NULL;+336##0194950;92;NomVoie3836549;NULL;#8667;Ville18;Pays2;2001-08-19-06-44-12;2001-08-19-06-44-12
18;1236845;Name6845;FistName6845;1947-09-25;Ville23;Pays3;NS000006845;NULL;+336##0834145;31;NomVoie06845;NULL;#6289;Ville25;Pays1;2019-03-18-09-03-49;2019-03-18-09-03-49
19;1267600;Name37600;FistName37600;1988-01-23;Ville4;Pays1;NS000037600;NULL;+336##0061196;92;NomVoie8937600;NULL;#7849;Ville19;Pays1;2000-05-26-20-39-59;2000-05-26-20-39-59
20;1250378;Name20378;FistName20378;1930-09-01;Ville14;Pays2;NS000020378;NULL;+336##0006422;52;NomVoie220378;NULL;#9899;Ville23;Pays3;2019-04-01-16-39-34;2019-04-01-16-39-34
21;1262612;Name32612;FistName32612;2011-02-15;Ville3;Pays3;NS000032612;NULL;+336##0276298;3;NomVoie5732612;NULL;#8129;Ville6;Pays3;2023-05-14-04-32-50;2023-05-14-04-32-50
22;1238525;Name8525;FistName8525;1940-03-05;Ville18;Pays4;NS000008525;NULL;+336##0408152;86;NomVoie838525;NULL;#6592;Ville8;Pays2;1998-09-19-13-38-18;1998-09-19-13-38-18
